,Dhaka,January,6,0.478,0.466,0.408,0.35,0.338,0.385,0.431,0.466,0.443,0.361,0.42,0.443,0.443,0.443,0.455,0.385,0.338,0.396,0.35,0.338,0.455,0.431,0.478,0.466,0.431,0.466,0.373,0.303,0.466,0.501,0.536,0.455,0.35,0.117,0.128,0.105,0.478,0.117,0.466,0.012,0.221,0.012,0.012,0.303,0.303,0.326,0.326,0.49,0.571,0.536,0.35,0.396,0.478,0.058,0.268,0.431,0.443,0.221,0.198,0.012,0.175,0.152,0.711,0.303,0.42,0.455,0.408,0.455,0.466,0.431,0.361,0.326,0.315,0.338,0.361,0.315,0.408,0.361,0.256,0.221,0.186,0.012,0.221,0.221,0.268,0.385,0.431,0.478,0.49,0.478,0.501,0.315,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,January,7,0.408,0.385,0.431,0.315,0.35,0.466,0.478,0.443,0.42,0.268,0.455,0.385,0.42,0.396,0.408,0.373,0.361,0.431,0.256,0.35,0.338,0.35,0.42,0.443,0.466,0.513,0.338,0.35,0.49,0.513,0.443,0.408,0.256,0.152,0.21,0.128,0.326,0.128,0.35,0.082,0.245,0.012,0.012,0.338,0.315,0.35,0.35,0.42,0.431,0.385,0.361,0.361,0.385,0.035,0.361,0.303,0.233,0.198,0.163,0.012,0.198,0.105,0.828,0.361,0.408,0.443,0.455,0.478,0.49,0.455,0.408,0.361,0.338,0.291,0.338,0.361,0.42,0.385,0.385,0.408,0.256,0.152,0.198,0.198,0.28,0.408,0.466,0.431,0.443,0.431,0.373,0.478,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,January,8,0.361,0.361,0.361,0.256,0.233,0.361,0.361,0.373,0.338,0.105,0.303,0.35,0.361,0.431,0.361,0.361,0.361,0.338,0.152,0.408,0.361,0.338,0.361,0.385,0.42,0.303,0.315,0.291,0.338,0.385,0.35,0.291,0.198,0.175,0.256,0.221,0.291,0.198,0.315,0.035,0.221,0.012,0.012,0.385,0.152,0.233,0.373,0.385,0.373,0.268,0.245,0.245,0.245,0.058,0.303,0.245,0.245,0.186,0.186,0.07,0.093,0.047,0.944,0.35,0.361,0.431,0.315,0.385,0.408,0.361,0.326,0.256,0.245,0.245,0.245,0.326,0.315,0.268,0.315,0.338,0.245,0.14,0.175,0.175,0.221,0.315,0.291,0.385,0.315,3.159,0.338,0.431,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,January,9,0.268,0.256,0.28,0.082,0.117,0.291,0.28,0.315,0.245,0.012,0.233,0.21,0.198,0.245,0.28,0.268,0.221,0.21,0.128,0.233,0.245,0.256,0.291,0.268,0.256,0.21,0.268,0.221,0.163,0.326,0.117,0.291,0.128,0.012,0.28,0.047,0.268,0.233,0.28,0.058,0.186,0.012,0.012,0.233,0.128,0.152,0.221,0.291,0.303,0.245,0.21,0.233,0.303,0.035,0.268,0.186,0.315,0.163,0.117,0.245,0.21,0.035,1.061,0.268,0.256,0.245,0.221,0.28,0.291,0.245,0.221,0.21,0.175,0.198,0.21,0.221,0.198,0.105,0.256,0.21,0.186,0.093,0.315,0.315,0.198,0.233,0.256,0.315,0.256,0.361,0.256,0.338,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,January,10,0.117,0.128,0.058,0.012,0.012,0.07,0.105,0.035,0.082,0.012,0.117,0.058,0.093,0.105,0.128,0.152,0.082,0.105,0.012,0.035,0.128,0.07,0.07,0.128,0.117,0.093,0.105,0.082,0.128,0.117,0.012,0.093,0.058,0.012,0.082,0.012,0.058,0.035,0.047,0.023,0.07,0.012,0.012,0.058,0.047,0.058,0.058,0.117,0.105,0.093,0.07,0.07,0.093,0.012,0.093,0.128,0.152,0.14,0.058,0.058,0.035,0.023,1.177,0.105,0.105,0.245,0.023,0.093,0.082,0.128,0.117,0.093,0.198,0.035,0.093,0.105,0.198,0.035,0.082,0.047,0.023,0.012,0.047,0.047,0.058,0.082,0.035,0.105,0.093,0.105,0.012,0.326,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,January,11,0.012,0.012,0.023,0.012,0.012,0.023,0.012,0.023,0.023,0.012,0.023,0.012,0.023,0.012,0.012,0.023,0.012,0.023,0.012,0.012,0.012,0.023,0.023,0.012,0.023,0.023,0.012,0.012,0.058,0.023,0.012,0.012,0.012,0.012,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.012,0.012,0.012,0.012,0.012,1.294,0.012,0.012,0.082,0.012,0.012,0.012,0.023,0.023,0.012,0.035,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.082,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,January,12,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,1.41,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,January,13,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,1.527,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,2.599,2.483,2.541,1.958,1.888,2.552,2.564,2.622,2.471,1.678,2.494,2.296,2.179,2.611,2.401,2.331,1.946,2.156,1.562,2.04,2.214,2.331,2.296,2.879,2.506,2.611,2.191,1.981,2.436,2.995,2.681,2.436,1.76,0.571,1.212,0.688,1.981,0.909,1.946,0.315,1.282,0.163,0.163,1.597,1.224,1.62,1.807,2.552,2.786,2.448,1.876,2.063,2.261,0.42,1.865,1.993,2.145,1.364,1.305,0.688,1.107,0.897,10.769,2.226,2.483,2.657,2.11,2.436,2.529,2.459,2.203,1.993,1.993,1.748,1.888,1.865,2.331,1.888,1.911,1.62,1.294,0.536,1.224,1.224,1.317,1.83,2.238,2.622,2.506,5.396,2.424,2.471,2.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,0,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.012,0.012,0.012,0.012,**,**,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.023,0.012,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,1,0.012,0.035,0.023,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.058,0.035,0.012,0.012,0.012,0.012,**,**,**,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,,0.012,0.035,0.023,0.023,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.058,0.035,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,2,0.105,0.105,0.128,0.117,0.058,0.035,0.082,0.14,0.035,0.128,0.105,0.152,0.163,0.128,0.105,0.058,0.012,0.082,0.128,0.035,0.128,0.012,0.315,0.21,0.012,0.012,0.012,0.012,**,**,**,0.058,0.023,0.093,0.105,0.117,0.082,0.035,0.047,0.047,0.012,0.012,0.035,0.047,0.047,0.035,0.012,0.117,0.023,0.035,0.035,0.058,0.082,0.07,0.035,0.023,0.035,0.035,0.047,0.105,,,0.105,0.105,0.128,0.117,0.058,0.035,0.082,0.14,0.035,0.128,0.105,0.152,0.163,0.128,0.105,0.058,0.012,0.082,0.128,0.035,0.128,0.012,0.315,0.21,0.012,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,3,0.233,0.175,0.21,0.245,0.221,0.21,0.221,0.21,0.128,0.268,0.28,0.28,0.256,0.198,0.175,0.128,0.012,0.21,0.256,0.07,0.21,0.152,0.455,0.303,0.163,0.058,0.012,0.035,**,**,**,0.186,0.105,0.268,0.21,0.198,0.175,0.14,0.128,0.117,0.035,0.035,0.117,0.128,0.14,0.128,0.058,0.21,0.058,0.152,0.082,0.105,0.128,0.198,0.128,0.07,0.082,0.105,0.117,0.082,,,0.233,0.175,0.21,0.245,0.221,0.21,0.221,0.21,0.128,0.268,0.28,0.28,0.256,0.198,0.175,0.128,0.012,0.21,0.256,0.07,0.21,0.152,0.455,0.303,0.163,0.058,0.012,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,4,0.338,0.245,0.431,0.455,0.35,0.35,0.361,0.315,0.152,0.291,0.361,0.455,0.443,0.315,0.291,0.128,0.012,0.385,0.361,0.117,0.408,0.338,0.524,0.443,0.49,0.21,0.082,0.117,**,**,**,0.326,0.152,0.396,0.361,0.42,0.35,0.175,0.152,0.093,0.105,0.152,0.186,0.221,0.256,0.221,0.245,0.315,0.21,0.268,0.338,0.233,0.245,0.233,0.221,0.245,0.152,0.175,0.245,0.28,,,0.338,0.245,0.431,0.455,0.35,0.35,0.361,0.315,0.152,0.291,0.361,0.455,0.443,0.315,0.291,0.128,0.012,0.385,0.361,0.117,0.408,0.338,0.524,0.443,0.49,0.21,0.082,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,5,0.42,0.315,0.455,0.49,0.49,0.455,0.396,0.443,0.128,0.42,0.431,0.548,0.49,0.42,0.373,0.128,0.082,0.501,0.431,0.315,0.455,0.431,0.501,0.583,0.303,0.524,0.152,0.245,**,**,**,0.478,0.268,0.536,0.501,0.42,0.373,0.175,0.175,0.583,0.175,0.268,0.28,0.256,0.361,0.268,0.326,0.361,0.256,0.373,0.408,0.385,0.385,0.221,0.198,0.396,0.128,0.338,0.373,0.396,,,0.42,0.315,0.455,0.49,0.49,0.455,0.396,0.443,0.128,0.42,0.431,0.548,0.49,0.42,0.373,0.128,0.082,0.501,0.431,0.315,0.455,0.431,0.501,0.583,0.303,0.524,0.152,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,6,0.559,0.396,0.455,0.536,0.548,0.49,0.408,0.443,0.117,0.478,0.571,0.606,0.583,0.455,0.42,0.128,0.152,0.583,0.524,0.42,0.548,0.49,0.455,0.594,0.303,0.303,0.315,0.315,**,**,**,0.443,0.396,0.571,0.524,0.466,0.455,0.291,0.14,0.536,0.117,0.361,0.385,0.35,0.396,0.338,0.385,0.303,0.291,0.42,0.501,0.466,0.49,0.233,0.175,0.564,0.175,0.315,0.373,0.513,,,0.559,0.396,0.455,0.536,0.548,0.49,0.408,0.443,0.117,0.478,0.571,0.606,0.583,0.455,0.42,0.128,0.152,0.583,0.524,0.42,0.548,0.49,0.455,0.594,0.303,0.303,0.315,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,7,0.571,0.431,0.513,0.478,0.466,0.49,0.478,0.396,0.152,0.606,0.478,0.49,0.478,0.501,0.478,0.152,0.186,0.478,0.49,0.443,0.501,0.513,0.233,0.594,0.245,0.361,0.245,0.175,**,**,**,0.385,0.361,0.548,0.501,0.49,0.42,0.152,0.152,0.35,0.501,0.431,0.338,0.385,0.361,0.361,0.361,0.338,0.326,0.303,0.49,0.478,0.501,0.28,0.117,0.606,0.198,0.455,0.455,0.536,,,0.571,0.431,0.513,0.478,0.466,0.49,0.478,0.396,0.152,0.606,0.478,0.49,0.478,0.501,0.478,0.152,0.186,0.478,0.49,0.443,0.501,0.513,0.233,0.594,0.245,0.361,0.245,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,8,0.594,0.373,0.548,0.385,0.408,0.361,0.408,0.315,0.256,0.466,0.455,0.408,0.431,0.455,0.408,0.14,0.245,0.373,0.431,0.373,0.42,0.443,0.175,0.385,0.105,0.315,0.245,0.105,**,**,**,0.373,0.35,0.431,0.373,0.245,0.256,0.128,0.128,0.361,0.455,0.35,0.315,0.291,0.256,0.268,0.326,0.35,0.256,0.291,0.35,0.385,0.478,0.373,0.012,0.629,0.198,0.478,0.478,0.478,,,0.594,0.373,0.548,0.385,0.408,0.361,0.408,0.315,0.256,0.466,0.455,0.408,0.431,0.455,0.408,0.14,0.245,0.373,0.431,0.373,0.42,0.443,0.175,0.385,0.105,0.315,0.245,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,9,0.315,0.35,0.361,0.35,0.338,0.315,0.268,0.221,0.338,0.256,0.42,0.338,0.385,0.361,0.315,0.117,0.175,0.268,0.256,0.373,0.35,0.373,0.047,0.198,0.186,0.256,0.117,0.012,**,**,**,0.361,0.35,0.268,0.338,0.14,0.35,0.035,0.105,0.455,0.385,0.361,0.373,0.291,0.221,0.35,0.268,0.303,0.163,0.175,0.221,0.175,0.455,0.361,0.047,0.594,0.21,0.303,0.431,0.42,,,0.315,0.35,0.361,0.35,0.338,0.315,0.268,0.221,0.338,0.256,0.42,0.338,0.385,0.361,0.315,0.117,0.175,0.268,0.256,0.373,0.35,0.373,0.047,0.198,0.186,0.256,0.117,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,10,0.198,0.175,0.163,0.152,0.105,0.152,0.128,0.117,0.128,0.105,0.128,0.152,0.175,0.245,0.198,0.14,0.14,0.105,0.128,0.198,0.093,0.21,0.012,0.128,0.152,0.035,0.058,0.012,**,**,**,0.42,0.198,0.186,0.186,0.128,0.152,0.012,0.023,0.128,0.373,0.198,0.221,0.198,0.128,0.152,0.152,0.175,0.105,0.093,0.117,0.093,0.245,0.198,0.012,0.606,0.093,0.105,0.245,0.268,,,0.198,0.175,0.163,0.152,0.105,0.152,0.128,0.117,0.128,0.105,0.128,0.152,0.175,0.245,0.198,0.14,0.14,0.105,0.128,0.198,0.093,0.21,0.012,0.128,0.152,0.035,0.058,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dhaka,February,11,0.035,0.035,0.035,0.035,0.012,0.035,0.047,0.023,0.035,0.012,0.012,0.058,0.058,0.035,0.058,0.012,0.047,0.012,0.012,0.047,0.012,0.047,0.012,0.035,0.047,0.012,0.012,0.012,**,**,**,0.035,0.035,0.035,0.035,0.035,0.012,0.012,0.012,0.023,0.186,0.058,0.058,0.047,0.023,0.035,0.035,0.035,0.035,0.023,0.023,0.023,0.035,0.105,0.012,0.012,0.035,0.035,0.058,0.058,,,0.035,0.035,0.035,0.035,0.012,0.035,0.047,0.023,0.035,0.012,0.012,0.058,0.058,0.035,0.058,0.012,0.047,0.012,0.012,0.047,0.012,0.047,0.012,0.035,0.047,0.012,0.012,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
