Monthly Temperature (°C) in 1997,,,,,,,,,,,,,,,,,,,,,,,,
Station,Max_Jan,Max_Feb,Max_Mar,Max_Apr,Max_May,Max_Jun,Max_Jul,Max_Aug,Max_Sep,Max_Oct,Max_Nov,Max_Dec,Min_Jan,Min_Feb,Min_Mar,Min_Apr,Min_May,Min_Jun,Min_Jul,Min_Aug,Min_Sep,Min_Oct,Min_Nov,Min_Dec
Ishurdi,24.3,26.8,32.3,31.6,35.3,34.0,32.0,32.6,31.6,31.4,29.4,24.2,9.6,12.4,19.3,20.3,24.4,25.1,25.8,26.4,25.4,22.1,18.5,13.1
Bogra,24.8,26.3,31.4,30.6,34.3,33.9,32.0,32.6,31.3,32.0,30.1,24.3,11.2,13.4,19.6,20.7,24.1,25.6,26.4,26.5,25.3,21.9,18.8,14.0
Rangpur,23.3,24.3,31.0,29.6,32.9,32.3,32.0,32.3,30.8,30.9,28.8,23.2,10.3,11.9,17.3,19.8,22.9,24.6,26.1,26.3,24.8,20.5,17.3,12.9
Dinajpur,23.7,25.2,31.7,31.0,34.6,33.9,32.4,32.8,31.3,31.1,29.1,23.1,9.6,11.4,17.7,20.2,23.3,25.2,26.3,26.4,25.3,20.9,17.3,12.9
Sayedpur,23.3,24.4,31.3,30.1,33.5,32.4,31.6,32.0,31.1,31.1,29.0,23.2,10.3,12.2,18.3,20.2,23.4,25.1,26.2,26.6,25.3,21.4,18.0,12.9
Khulna,25.4,28.0,33.1,32.1,34.4,33.7,32.1,32.2,32.0,32.3,31.3,25.4,11.0,14.7,20.8,21.5,24.3,25.5,25.9,26.0,25.3,22.7,20.0,13.8
Mongla,25.1,27.4,32.6,32.1,34.2,33.7,31.4,31.8,31.4,31.4,30.5,25.0,13.7,17.0,22.5,22.2,25.1,26.0,26.0,26.4,25.5,23.5,21.2,15.6
Satkhira,25.2,27.8,32.8,32.2,34.9,34.2,32.6,32.4,32.1,32.6,31.3,25.4,10.4,15.0,21.3,20.9,24.5,26.0,26.0,26.0,25.2,21.9,19.0,13.3
Jessore,25.0,27.3,33.0,32.6,36.0,34.3,32.6,32.8,32.5,33.0,30.9,25.0,10.2,14.2,20.6,21.3,24.4,25.3,26.2,26.2,25.3,21.6,18.6,13.3
Chuadanga,24.6,27.4,32.9,32.7,36.1,34.5,32.6,32.9,32.3,31.9,29.9,24.1,9.8,13.0,19.8,20.9,24.3,25.5,26.2,26.2,25.4,21.8,18.6,13.3
Barisal,25.6,27.5,32.4,31.4,33.4,33.2,31.5,31.9,31.7,32.4,30.8,25.7,10.7,14.6,21.1,20.7,24.2,25.3,25.4,25.8,24.6,22.0,18.9,13.4
Patuakhali,25.4,27.5,32.1,31.2,33.3,32.7,31.4,31.6,31.8,31.4,30.4,25.2,12.1,15.4,21.3,20.9,24.6,25.5,26.1,26.0,25.7,23.0,20.6,14.9
Khepupara,25.4,26.8,31.2,30.7,32.2,32.0,30.5,31.4,31.3,31.6,30.7,25.9,13.0,16.5,22.1,21.6,24.9,26.6,26.1,26.3,25.5,23.3,20.9,15.5
Bhola,25.6,27.1,31.8,30.7,32.7,32.2,30.9,31.7,31.3,32.1,31.0,25.7,11.6,15.3,21.6,21.4,24.7,26.0,26.0,26.2,25.4,22.8,19.9,14.6
