,2014,6,310,7,310,8,270,6,360,9,90,8,130,10,90,8,90,8,90,4,310,3,270,6,310
,2015,8,360,6,310,7,310,8,180,6,130,8,90,8,90,6,130,6,130,8,90,4,360,4,90
,2016,4,310,4,180,8,310,6,230,9,270,8,310,6,230,9,130,5,90,6,310,4,310,4,310
,Station : Mymensingh,,,,,,Lat.24Deg.43Mts.N,,,,,,Long.90Deg.26Mts.E,,,,,,,,,,,,
,2011,8,310,6,310,10,180,12,310,8,90,12,90,8,90,7,90,4,160,2,180,3,90,3,270
,2012,5,310,7,270,12,310,12,90,9,310,7,180,6,270,6,100,5,180,3,230,4,270,2,270
,2013,6,270,6,320,8,270,8,360,8,90,6,130,8,110,7,130,6,150,4,150,2,270,3,270
,2014,6,130,6,310,9,280,8,360,8,310,10,250,9,110,8,110,8,320,6,310,2,310,5,300
,2015,6,270,6,310,6,270,9,50,8,50,8,130,10,70,10,120,9,130,10,130,9,70,4,90
,2016,9,270,6,50,9,360,13,180,12,180,9,180,12,180,15,90,6,130,6,90,4,70,6,310
,Station : Sylhet,,,,,,Lat.24Deg.54Mts.N,,,,,,Long.91Deg.53Mts.E,,,,,,,,,,,,
,2011,8,330,12,310,16,240,17,270,21,230,12,360,12,180,18,230,15,180,14,130,7,130,8,270
,2012,9,270,12,270,18,330,15,310,15,270,17,230,14,270,12,150,12,180,8,360,6,330,9,270
,2013,10,270,12,240,19,270,14,260,12,270,14,50,13,180,9,260,8,260,10,70,8,90,8,260
,2014,9,270,16,250,18,310,12,310,15,90,16,210,10,180,12,360,9,360,8,230,8,270,6,270
,2015,9,230,14,230,14,270,19,230,18,270,10,180,15,80,16,290,9,180,8,90,8,270,12,270
,2016,8,270,9,210,10,190,36,360,30,360,12,210,16,130,12,180,9,310,8,310,16,120,8,130
,Station : Srimangal,,,,,,Lat.24Deg.18Mts.N,,,,,,Long.91Deg.44Mts.E,,,,,,,,,,,,
,2011,6,270,8,310,16,230,5,180,25,300,7,140,7,180,7,150,6,140,10,270,4,270,5,270
,2012,7,300,9,230,15,270,10,310,15,310,10,160,8,150,6,140,7,180,8,290,4,120,4,220
,2013,5,280,9,280,7,250,14,310,18,310,8,150,8,130,6,180,6,180,8,270,4,270,4,300
,2014,4,300,6,300,8,280,8,300,35,310,8,180,6,180,8,160,8,160,5,270,6,270,6,30
,2015,8,300,11,250,10,320,14,290,10,280,8,270,10,320,9,140,7,140,5,180,3,310,6,100
,2016,5,30,6,270,14,230,12,180,14,220,5,120,8,180,8,130,8,300,4,160,6,90,5,150
,Station : Ishurdi,,,,,,Lat.24Deg. 8Mts.N,,,,,,Long.89Deg. 3Mts.E,,,,,,,,,,,,
,2011,8,310,8,310,10,270,9,270,14,310,10,90,5,130,8,130,7,180,5,310,4,310,5,360
,2012,6,310,6,310,8,310,8,270,10,270,12,360,7,130,8,130,8,130,4,210,5,310,4,360
,2013,7,310,6,310,8,310,9,270,12,130,7,270,10,130,10,130,8,130,8,360,10,360,7,310
,2014,7,360,4,310,14,230,10,50,14,270,8,270,10,130,13,90,7,130,4,50,3,360,6,270
,2015,4,360,4,180,6,310,12,270,8,90,8,130,8,50,8,180,5,130,3,90,3,360,6,360
,2016,5,360,5,270,5,180,12,180,7,130,4,180,8,180,12,130,4,180,5,360,6,310,4,360
,Station : Dhaka,,,,,,Lat.23Deg.46Mts.N,,,,,,Long.90Deg.23Mts.E,,,,,,,,,,,,
,2011,6,230,6,320,12,180,8,320,10,360,12,90,5,130,5,130,8,180,4,360,4,270,5,360
,2012,6,270,9,270,8,270,10,360,12,160,12,180,6,120,6,90,5,130,3,180,4,270,5,90
,2013,4,270,6,270,8,270,7,130,10,120,10,130,7,130,7,130,5,130,8,110,3,360,4,360
,2014,7,270,8,270,6,360,18,360,10,200,6,180,5,130,9,300,5,230,7,60,3,270,4,270
,2015,4,340,6,240,10,130,10,240,8,360,12,270,8,340,9,230,8,140,4,90,3,360,6,330
,2016,10,270,9,190,8,330,8,210,12,60,5,80,6,130,5,130,3,90,5,60,5,10,3,310
,Station : Comilla,,,,,,Lat.23Deg.26Mts.N,,,,,,Long.91Deg.11Mts.E,,,,,,,,,,,,
,2011,10,180,6,180,18,270,7,310,5,180,6,180,6,180,6,180,8,180,5,360,3,360,4,360
,2012,4,310,4,310,7,180,12,50,13,180,8,180,8,180,5,180,5,180,16,230,4,360,4,50
,2013,7,310,8,330,6,220,15,310,13,40,12,180,9,180,9,130,8,180,9,180,4,360,4,310
,2014,5,290,9,360,7,310,14,50,10,220,8,180,8,140,7,180,5,180,4,310,3,310,4,310
,2015,6,310,5,310,8,360,13,350,18,80,14,180,12,50,15,180,7,270,4,30,5,310,8,360
,2016,7,310,6,270,18,310,16,200,18,50,12,180,12,230,14,130,9,130,8,190,12,50,4,310
,Station : Chandpur,,,,,,Lat.23Deg.16Mts.N,,,,,,Long.90Deg.42Mts.E,,,,,,,,,,,,
,2011,5,310,7,360,10,180,8,310,8,180,8,180,6,180,6,180,8,180,4,360,4,360,4,360
,2012,5,360,4,360,5,180,6,180,6,180,10,180,8,180,6,180,5,180,6,180,6,360,6,360
,2013,6,360,8,360,6,360,6,180,12,310,6,270,4,180,6,130,5,140,5,180,5,360,4,360
,2014,5,360,5,360,5,140,8,180,12,180,5,180,5,180,5,180,6,180,5,360,4,360,6,360
,2015,6,360,5,360,6,360,6,180,6,180,6,180,5,130,8,230,4,180,4,130,4,360,4,270
,2016,4,360,6,360,5,360,10,180,10,50,4,180,4,180,8,180,5,180,6,180,8,360,6,360
,Station : Jessore,,,,,,Lat.23Deg.11Mts.N,,,,,,Long.89Deg.10Mts.E,,,,,,,,,,,,
,2011,10,280,16,360,22,270,20,260,20,350,28,70,18,210,18,110,17,120,16,110,7,80,8,360
,2012,10,20,10,360,60,280,27,270,21,230,21,210,17,230,17,130,18,170,16,40,10,360,8,360
,2013,10,360,12,40,12,280,18,240,30,160,20,110,16,110,18,80,20,180,18,160,10,350,8,280
,2014,12,360,16,30,16,220,17,180,20,290,16,260,18,140,17,120,14,180,16,110,7,300,6,40
,2015,8,360,10,290,34,240,18,230,22,280,18,200,17,10,16,230,12,270,16,90,6,350,8,20
,2016,6,350,60,60,36,10,20,210,24,360,12,240,16,180,27,270,12,290,12,180,6,360,7,350
,Station : Faridpur,,,,,,Lat.23Deg.36Mts.N,,,,,,Long.89Deg.51Mts.E,,,,,,,,,,,,
,2011,4,310,6,360,18,360,6,50,9,310,16,90,5,180,7,140,7,130,3,150,6,290,4,120
,2012,5,340,5,260,7,350,7,200,8,340,12,360,7,170,7,130,7,90,3,230,4,90,4,310
,2013,4,340,5,360,5,310,6,200,12,90,9,200,6,130,8,140,4,90,6,130,4,340,3,290
,2014,6,330,6,360,8,250,7,360,7,180,7,270,10,90,6,130,7,110,3,100,2,310,4,360
,2015,4,310,4,320,5,360,7,310,6,90,8,130,10,110,5,130,3,270,3,130,2,130,4,360
,2016,3,310,3,290,12,360,7,180,12,50,5,180,6,110,15,120,3,120,3,130,3,360,4,320
,Station : Madaripur,,,,,,Lat.23Deg.10Mts.N,,,,,,Long.90Deg.11Mts.E,,,,,,,,,,,,
,2011,4,360,4,360,5,180,5,180,8,310,7,90,10,180,6,180,3,180,1,180,2,360,1,360
,2012,2,360,2,270,2,180,5,310,6,60,4,180,5,180,5,140,3,180,1,360,1,180,2,300
,2013,4,360,4,360,2,210,9,180,4,130,2,130,2,150,4,130,2,90,3,180,2,10,0,0
,2014,2,360,4,360,8,360,5,990,4,180,3,180,3,180,3,140,4,140,2,130,2,140,2,360
,2015,3,360,4,300,4,50,5,160,6,150,4,140,5,180,5,180,3,130,13,20,3,360,3,360
,2016,3,360,3,180,6,130,5,180,7,130,3,180,3,180,7,140,3,150,3,300,3,360,3,360
,Station : Khulna,,,,,,Lat.22Deg.47Mts.N,,,,,,Long.89Deg.32Mts.E,,,,,,,,,,,,
,2011,4,310,6,330,12,270,8,330,12,310,16,90,6,180,10,130,10,130,4,130,3,340,4,330
,2012,4,360,4,340,5,220,10,310,10,230,8,180,6,130,6,180,4,130,4,130,3,270,3,360
,2013,4,330,5,310,4,180,8,360,12,130,5,130,6,130,6,130,4,90,12,130,4,310,4,330
,2014,3,360,10,310,8,310,12,90,8,180,6,180,8,130,12,90,4,180,3,130,3,320,3,320
,2015,4,360,4,180,6,310,10,310,14,180,12,180,9,50,10,130,9,130,8,180,4,310,6,310
,2016,6,310,7,130,8,180,8,210,12,50,8,130,23,20,12,130,6,180,3,130,6,60,3,360
,Station : Satkhira,,,,,,Lat.22Deg.43Mts.N,,,,,,Long.89Deg. 5Mts.E,,,,,,,,,,,,
,2011,5,340,7,340,7,180,5,300,22,320,9,50,3,90,8,90,4,120,3,360,4,360,4,360
,2012,4,360,6,340,9,310,13,270,10,330,8,230,4,180,4,110,4,90,5,210,3,340,5,180
,2013,5,360,8,360,6,270,6,180,16,110,4,90,7,110,6,150,5,90,5,120,4,360,4,330
,2014,5,330,5,270,5,60,6,90,8,180,4,180,4,120,10,90,6,60,3,360,4,360,4,360
,2015,4,360,5,360,6,300,12,220,6,20,4,310,5,260,15,220,3,120,3,40,3,30,5,50
,2016,4,360,4,30,4,200,8,180,6,330,3,230,4,180,14,270,4,180,2,330,3,50,4,360
,Station : Barisal,,,,,,Lat.22Deg.45Mts.N,,,,,,Long.90Deg.20Mts.E,,,,,,,,,,,,
,2011,5,360,12,360,13,200,6,310,8,310,24,160,12,200,10,180,10,150,4,150,3,310,5,320
,2012,6,300,6,250,8,180,10,230,6,180,8,150,6,90,6,130,3,130,4,180,2,310,4,360
,2013,6,310,6,330,6,180,8,90,20,50,7,150,8,180,6,180,7,180,10,130,3,300,3,320
,2014,5,320,8,320,5,270,12,180,6,260,5,120,7,120,6,130,5,180,5,210,2,320,3,310
,2015,3,330,10,320,6,360,8,150,7,160,8,220,10,320,15,180,6,270,6,130,4,120,4,30
,2016,4,300,4,220,7,200,10,210,20,50,6,180,8,150,15,210,8,210,8,120,12,30,4,300
,Station : Bhola,,,,,,Lat.22Deg.41Mts.N,,,,,,Long.90Deg.39Mts.E,,,,,,,,,,,,
,2011,3,310,4,270,6,230,5,310,7,310,6,130,4,180,4,130,4,50,4,90,2,320,3,340
,2012,4,320,3,320,5,230,7,180,6,310,5,210,4,180,4,180,5,130,8,180,3,50,3,310
,2013,3,320,4,340,4,330,5,180,30,40,20,90,14,100,16,100,8,130,8,90,2,310,3,280
,2014,6,240,12,290,6,340,16,340,16,310,6,190,8,130,10,110,8,130,3,150,2,120,1,310
,2015,3,350,6,220,4,310,5,210,6,310,4,130,8,50,4,100,3,130,2,70,2,310,2,320
,2016,3,290,3,230,3,220,6,140,13,50,4,120,10,230,12,210,4,130,3,50,10,200,1,50
,Station : Feni,,,,,,Lat.23Deg. 2Mts.N,,,,,,Long.91Deg.25Mts.E,,,,,,,,,,,,
,2011,4,180,8,180,12,160,5,130,8,180,7,130,8,160,6,140,5,180,3,180,3,180,3,270
,2012,4,310,5,230,6,150,10,270,12,180,8,180,10,180,6,130,5,160,4,160,4,180,4,310
,2013,3,310,8,290,8,180,13,260,12,270,6,160,8,150,10,180,6,150,4,180,3,300,2,310
,2014,4,310,7,290,8,250,10,270,8,180,8,230,8,150,8,150,10,140,6,230,4,290,5,310
,2015,6,310,5,130,8,130,8,270,6,160,8,160,8,90,12,140,6,180,4,270,5,70,4,310
,2016,6,310,8,230,10,310,10,180,13,130,8,160,10,150,8,180,8,150,5,130,4,40,4,180
,Station : M.court,,,,,,Lat.22Deg.52Mts.N,,,,,,Long.91Deg. 6Mts.E,,,,,,,,,,,,
,2011,8,310,8,360,13,50,8,130,10,310,20,130,7,130,15,130,15,130,6,210,5,310,6,360
,2012,9,270,8,90,10,130,8,180,25,180,8,180,8,130,8,130,8,130,12,310,6,360,3,320
,2013,6,310,10,310,8,360,9,130,16,90,12,130,16,130,12,130,12,180,12,180,8,310,9,310
,2014,8,310,12,310,12,50,15,360,12,180,11,220,16,180,16,180,13,180,8,90,5,130,6,310
,2015,8,310,6,360,12,310,12,310,13,360,12,130,12,90,13,130,12,130,8,50,6,310,6,310
,2016,6,360,8,130,14,130,12,180,30,90,8,130,12,130,12,130,8,130,13,50,9,40,6,310
,Station : Hatiya,,,,,,Lat.22Deg.26Mts.N,,,,,,Long.91Deg. 6Mts.E,,,,,,,,,,,,
,2011,4,50,6,360,15,130,6,220,12,200,18,180,8,180,9,120,10,180,9,90,3,60,3,360
,2012,5,360,8,180,8,190,15,90,10,360,8,180,8,180,8,160,9,150,15,220,3,30,4,360
,2013,5,360,7,350,6,340,12,180,22,90,13,160,12,180,9,160,6,130,8,90,2,360,3,30
,2014,5,360,8,320,8,310,14,320,21,230,5,180,12,180,7,130,12,280,4,90,3,360,3,330
,2015,3,310,3,180,4,360,8,130,6,130,7,130,12,90,10,180,8,180,14,90,2,360,3,130
,2016,3,180,8,180,4,180,16,180,25,130,7,130,10,130,15,120,10,130,12,90,10,130,1,340
,Station : Sitakunda,,,,,,Lat.23Deg.35Mts.N,,,,,,Long.91Deg.42Mts.E,,,,,,,,,,,,
,2011,4,180,5,270,9,180,5,270,10,180,7,180,6,180,6,180,6,180,4,130,2,280,3,280
,2012,4,310,6,270,6,180,9,40,6,180,14,40,6,180,7,230,6,180,18,100,2,280,3,310
,2013,2,280,4,130,4,180,4,180,20,180,6,180,7,180,8,140,6,180,10,180,1,360,3,180
,2014,3,220,5,260,6,230,10,320,8,230,6,230,7,160,10,180,5,180,3,140,2,180,28,20
,2015,3,270,4,320,9,90,12,220,10,180,12,180,10,100,6,180,14,320,6,130,3,180,3,40
,2016,4,180,9,180,9,240,13,180,18,90,9,220,12,180,9,180,6,220,4,150,15,990,2,230
,Station : Sandwip,,,,,,Lat.22Deg.29Mts.N,,,,,,Long.91Deg.26Mts.E,,,,,,,,,,,,
,2011,5,20,4,360,8,180,4,360,9,180,6,150,6,180,7,180,4,160,3,360,2,360,3,360
,2012,4,360,4,180,5,180,8,180,9,180,8,180,6,180,5,180,5,180,25,200,3,360,0,0
,2013,5,360,7,360,5,200,8,180,18,180,7,180,6,160,6,180,5,180,3,150,2,30,4,360
,2014,5,360,5,300,5,340,7,180,8,160,5,180,7,180,5,140,5,180,3,290,2,360,4,360
,2015,5,360,4,360,4,360,9,360,5,180,22,350,9,280,8,180,5,200,3,270,2,360,7,360
,2016,3,360,7,160,3,90,10,180,24,230,3,180,6,180,5,170,5,160,5,180,5,40,2,360
,Station : Kutubdia,,,,,,Lat.21Deg.49Mts.N,,,,,,Long.91Deg.51Mts.E,,,,,,,,,,,,
,2011,10,50,4,50,8,110,6,160,8,130,9,180,9,180,6,180,6,180,9,20,2,360,9,990
,2012,5,50,5,180,4,230,9,230,6,210,8,180,6,180,5,320,5,180,11,180,3,330,3,320
,2013,4,320,4,360,3,320,9,260,8,180,5,230,4,140,9,220,4,140,3,140,3,270,2,320
,2014,4,310,4,130,4,290,8,320,5,210,5,170,6,180,6,140,8,220,4,130,4,140,4,140
,2015,9,140,4,310,5,320,7,310,6,180,10,140,19,140,5,140,7,220,6,130,4,320,3,320
,2016,4,320,4,220,9,310,17,230,29,140,10,230,12,140,22,180,8,180,15,180,20,130,4,310
,Station : Cox's Bazar,,,,,,Lat.21Deg.26Mts.N,,,,,,Long.91Deg.56Mts.E,,,,,,,,,,,,
,2011,10,330,12,340,12,160,8,330,16,180,12,120,9,240,10,200,8,170,15,40,5,50,4,330
,2012,10,330,8,330,6,330,12,170,10,360,12,180,10,180,10,180,12,210,10,330,10,30,12,30
,2013,10,350,15,30,8,330,13,360,12,180,12,180,6,180,12,180,8,180,12,150,4,300,5,360
,2014,7,330,10,360,8,360,6,300,10,180,15,180,15,180,8,180,8,180,12,180,4,270,7,330
,2015,7,360,8,360,8,360,10,90,12,170,10,180,15,120,10,160,8,180,8,180,4,330,5,360
,2016,7,330,6,180,6,300,20,330,20,190,12,150,10,160,12,150,12,100,8,170,12,180,10,30
,Station : Teknaf,,,,,,Lat.20Deg.52Mts.N,,,,,,Long.92Deg.18Mts.E,,,,,,,,,,,,
,2011,6,270,8,270,10,310,8,310,15,270,32,260,8,230,4,180,8,160,10,160,3,340,0,0
,2012,7,340,8,300,7,280,9,330,17,290,10,100,8,200,6,60,8,140,5,40,4,30,4,200
,2013,6,270,14,310,15,280,16,280,20,180,18,140,12,150,12,160,12,160,9,270,9,40,9,20
,2014,8,310,15,340,12,290,12,320,12,320,20,0,14,160,9,160,9,160,9,120,4,270,6,310
,2015,9,320,12,320,15,320,12,280,12,50,14,230,59,230,12,180,10,160,8,270,6,360,6,270
,2016,12,310,10,140,10,270,16,310,22,230,22,20,20,200,12,180,6,200,10,140,17,140,7,320
,Station : Rangamati,,,,,,Lat.22Deg.32Mts.N,,,,,,Long.92Deg.12Mts.E,,,,,,,,,,,,
,2011,4,360,4,50,10,360,8,270,8,180,6,180,6,160,4,180,4,180,2,160,3,360,2,320
,2012,4,350,4,100,5,240,6,180,4,230,7,180,5,180,5,180,4,200,4,130,3,90,2,360
,2013,3,50,6,360,4,240,6,160,14,180,5,180,4,120,4,160,3,180,6,180,2,350,5,20
,2014,3,90,5,40,5,50,8,310,8,270,3,160,5,200,6,180,3,180,3,210,2,50,2,50
,2015,0,0,0,0,5,330,5,220,3,160,4,160,6,90,3,200,3,200,2,210,2,90,2,350
,2016,3,270,3,200,3,310,8,230,16,210,3,180,3,180,3,180,2,180,3,220,3,310,2,330
,Station : Patuakhali,,,,,,Lat.22Deg.20Mts.N,,,,,,Long.90Deg.20Mts.E,,,,,,,,,,,,
,2011,5,360,8,310,9,250,5,330,8,180,23,140,5,150,5,130,5,180,3,360,4,360,4,280
,2012,6,310,5,360,26,330,12,180,4,180,6,180,5,180,5,180,4,140,4,360,4,250,5,360
,2013,5,330,12,330,12,330,7,310,50,330,6,180,6,150,6,180,5,180,6,100,4,310,4,360
,2014,5,330,10,320,7,180,7,250,8,190,6,290,7,150,6,150,6,140,6,360,4,360,4,180
,2015,6,330,7,360,9,130,8,250,7,150,7,180,30,360,12,160,6,180,4,360,4,360,4,360
,2016,5,310,5,150,8,360,14,190,28,50,8,360,6,140,8,160,5,180,6,180,11,50,5,360
