id,name,sector,subsector,country,assetType,sourceType,centroid,gas,emissionsQuantity,emissionsFactor,emissionsFactorUnits,activity,activityUnits,capacity,capacityUnits,capacityFactor,year
1259136,Gopalganj District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.86240928011107, 'latitude': 23.106719970500112, 'srid': 4326}",ch4,978.29757,1.451403098535244e-06,t of CH4 per MJ,674035745.8154099,MJ,70281033.99539998,m^2,9.590578104749095,2024
1259173,Panchagarh District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 88.5463624184419, 'latitude': 26.320216179000028, 'srid': 4326}",ch4,936.3130799999999,1.2940987471651704e-06,t of CH4 per MJ,723525219.42477,MJ,75587040.19728002,m^2,9.572080313455716,2024
1259147,Chuadanga District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 88.82268639143275, 'latitude': 23.601387024000132, 'srid': 4326}",ch4,923.6891599999999,8.166114619948933e-07,t of CH4 per MJ,1131124412.26765,MJ,118062142.83828,m^2,9.580754550737314,2024
1259143,Rajbari District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.57524754932709, 'latitude': 23.735338211000084, 'srid': 4326}",ch4,877.8753699999999,1.6378830900800453e-06,t of CH4 per MJ,535981704.26015997,MJ,55886277.181800015,m^2,9.590578068326018,2024
1259121,Pirojpur District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.99539263597546, 'latitude': 22.51473236150011, 'srid': 4326}",ch4,778.43108,2.1734094444043936e-06,t of CH4 per MJ,358161266.85385,MJ,37345117.77372,m^2,9.590578051567704,2024
1016118,Dhaka District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.35663986409752, 'latitude': 23.783225060000092, 'srid': 4326}",ch4,777.1639999999999,9.852995503449838e-07,t of CH4 per MJ,788759113.6399999,MJ,55612721.40000001,m^2,14.183069876526483,2024
1259161,Joypurhat District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.0908291614299, 'latitude': 25.063224792500076, 'srid': 4326}",ch4,761.9058000000001,9.229065014501896e-07,t of CH4 per MJ,825550365.9393401,MJ,86118639.05003999,m^2,9.586198470457097,2024
1259152,Magura District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.4566823023128, 'latitude': 23.469608307500124, 'srid': 4326}",ch4,684.6156500000001,1.406942314615428e-06,t of CH4 per MJ,486598237.10479,MJ,50737112.38728001,m^2,9.59057806424912,2024
1259116,Barguna District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.97252104562573, 'latitude': 22.149540829000074, 'srid': 4326}",ch4,628.9866199999999,1.4862822967879111e-06,t of CH4 per MJ,423194585.14667,MJ,44126076.77939999,m^2,9.590578089739353,2024
1259129,Khagrachhari District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 91.96224022882681, 'latitude': 23.210444450500116, 'srid': 4326}",ch4,584.54705,8.321385602845267e-07,t of CH4 per MJ,702463601.4946,MJ,73318074.28104,m^2,9.581042715360251,2024
1259154,Narail District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 89.52866845062161, 'latitude': 23.132341385000103, 'srid': 4326}",ch4,575.27212,1.0985817987373521e-06,t of CH4 per MJ,523649782.52979004,MJ,54600439.81512001,m^2,9.59057810345294,2024
1259132,Rangamati District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 92.22334150772771, 'latitude': 22.796092987000065, 'srid': 4326}",ch4,574.18256,6.468991678238232e-07,t of CH4 per MJ,887592052.30014,MJ,92612922.03252,m^2,9.583889945600378,2024
1259153,Meherpur District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 88.70081641387279, 'latitude': 23.78840064950009, 'srid': 4326}",ch4,568.7257400000001,7.837426973916502e-07,t of CH4 per MJ,725653638.4871701,MJ,75742164.01692,m^2,9.580577052499672,2024
1259119,Jhalokati District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.12547576009126, 'latitude': 22.561716079500087, 'srid': 4326}",ch4,462.37466,1.6413036754552397e-06,t of CH4 per MJ,281711828.78253996,MJ,29373811.142759994,m^2,9.590578063343196,2024
1016126,Narayanganj District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.61697169957237, 'latitude': 23.715337753500133, 'srid': 4326}",ch4,423.66599999999994,6.310363437414142e-07,t of CH4 per MJ,671381298.719,MJ,47336811.18,m^2,14.183069834722229,2024
1016120,Gazipur District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 90.40776229902806, 'latitude': 24.092392922000073, 'srid': 4326}",ch4,384.406,7.762504408971515e-07,t of CH4 per MJ,495208736.44299996,MJ,34915482.924,m^2,14.183069944096527,2024
1259122,Bandarban District,buildings,residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 92.38619595163928, 'latitude': 21.770052909000157, 'srid': 4326}",ch4,366.15259,1.0664369421897896e-06,t of CH4 per MJ,343341997.55698,MJ,35801011.94976,m^2,9.590287504688305,2024
1016110,Chittagong District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 91.92721177709369, 'latitude': 22.423513412000034, 'srid': 4326}",ch4,331.8,6.000989665950656e-07,t of CH4 per MJ,552908800.831,MJ,38983718.604,m^2,14.183069769395157,2024
1016111,Comilla District,buildings,non-residential-onsite-fuel-usage,BGD,,gadm-aggregation,"{'longitude': 91.0764103662832, 'latitude': 23.42176151300003, 'srid': 4326}",ch4,128.805,1.0386956791729114e-06,t of CH4 per MJ,124006484.84699999,MJ,8743263.552,m^2,14.183088970094447,2024
