Station_Name,Year,Month,Thunderstorm,Lightning
Rajshahi,2015,12,,0
Rajshahi,2016,1,2,0
Rajshahi,2016,2,3,0
Rajshahi,2016,3,13,1
Rajshahi,2016,4,19,0
Rajshahi,2016,5,49,10
Rajshahi,2016,6,24,0
Rajshahi,2016,7,41,0
Rajshahi,2016,8,24,8
Rajshahi,2016,9,64,12
Rajshahi,2016,10,14,3
Rajshahi,2016,11,0,0
Rajshahi,2016,12,0,0
Rajshahi,2017,1,0,0
Rajshahi,2017,2,0,0
Rajshahi,2017,3,31,1
Rajshahi,2017,4,35,3
Rajshahi,2017,5,47,5
Rajshahi,2017,6,33,7
Rajshahi,2017,7,30,7
Rajshahi,2017,8,41,1
Rajshahi,2017,9,72,8
Rajshahi,2017,10,21,1
Rajshahi,2017,11,0,0
Rajshahi,2017,12,0,0
Rajshahi,2018,1,0,0
Rajshahi,2018,2,5,0
Rajshahi,2018,3,5,0
Rajshahi,2018,4,50,5
Rajshahi,2018,5,37,2
Rajshahi,2018,6,32,4
Rajshahi,2018,7,51,2
Rajshahi,2018,8,17,1
Rajshahi,2018,9,39,3
Rajshahi,2018,10,0,0
Rajshahi,2018,11,0,0
Rajshahi,2018,12,0,0
Rajshahi,2019,1,0,0
Rajshahi,2019,2,9,0
Rajshahi,2019,3,17,1
Rajshahi,2019,4,31,0
Rajshahi,2019,5,37,1
Rajshahi,2019,6,34,0
Rajshahi,2019,7,59,1
Rajshahi,2019,8,19,1
Rajshahi,2019,9,32,1
Rajshahi,2019,10,20,0
Rajshahi,2019,11,0,0
Rajshahi,2019,12,0,0
Rajshahi,2020,1,0,0
Rajshahi,2020,2,9,0
Rajshahi,2020,3,17,0
Rajshahi,2020,4,31,3
Rajshahi,2020,5,37,3
Rajshahi,2020,6,34,2
Rajshahi,2020,7,59,1
Rajshahi,2020,8,19,1
Rajshahi,2020,9,31,10
Rajshahi,2020,10,20,1
Rajshahi,2020,11,0,0
Rajshahi,2020,12,0,0
Rajshahi,2021,1,0,0
Rajshahi,2021,2,4,0
Rajshahi,2021,3,7,0
Rajshahi,2021,4,23,0
Rajshahi,2021,5,37,1
Rajshahi,2021,6,52,2
Rajshahi,2021,7,55,0
Rajshahi,2021,8,17,2
Rajshahi,2021,9,52,0
Rajshahi,2021,10,22,0
Rajshahi,2021,11,0,0
Rajshahi,2021,12,0,0
Rajshahi,2022,1,0,0
Rajshahi,2022,2,0,0
Rajshahi,2022,3,1,0
Rajshahi,2022,4,16,1
Rajshahi,2022,5,36,1
Rajshahi,2022,6,29,0
Rajshahi,2022,7,27,1
Rajshahi,2022,8,63,0
Rajshahi,2022,9,26,0
Rajshahi,2022,10,12,1
Rajshahi,2022,11,0,0
Rajshahi,2022,12,0,0
Rajshahi,2023,1,0,0
Rajshahi,2023,2,8,0
Rajshahi,2023,3,0,0
Rajshahi,2023,4,6,0
Rajshahi,2023,5,29,1
Rajshahi,2023,6,26,0
Rajshahi,2023,7,14,1
Rajshahi,2023,8,29,0
Rajshahi,2023,9,38,1
Rajshahi,2023,10,15,0
Rajshahi,2023,11,0,0
Rajshahi,2023,12,0,0
Rajshahi,2024,1,0,0
Rajshahi,2024,2,0,0
Rajshahi,2024,3,12,0
Rajshahi,2024,4,19,0
Rajshahi,2024,5,18,1
Rajshahi,2024,6,20,0
Rajshahi,2024,7,10,
Rajshahi,2024,8,15,
Rajshahi,2024,9,17,
Rajshahi,2024,10,10,
Rajshahi,2024,11,0,
Rajshahi,2024,12,0,
Rangamati,2015,1,0,0
Rangamati,2015,2,0,0
Rangamati,2015,3,15,0
Rangamati,2015,4,48,0
Rangamati,2015,5,21,0
Rangamati,2015,6,31,0
Rangamati,2015,7,2,0
Rangamati,2015,8,20,0
Rangamati,2015,9,13,0
Rangamati,2015,10,27,0
Rangamati,2015,11,0,0
Rangamati,2015,12,0,0
Rangamati,2016,1,0,0
Rangamati,2016,2,8,0
Rangamati,2016,3,12,0
Rangamati,2016,4,10,0
Rangamati,2016,5,36,1
Rangamati,2016,6,45,0
Rangamati,2016,7,8,0
Rangamati,2016,8,22,1
Rangamati,2016,9,22,0
Rangamati,2016,10,22,2
Rangamati,2016,11,4,0
Rangamati,2016,12,0,0
Rangamati,2017,1,0,0
Rangamati,2017,2,0,0
Rangamati,2017,3,20,0
Rangamati,2017,4,56,1
Rangamati,2017,5,32,0
Rangamati,2017,6,69,0
Rangamati,2017,7,7,0
Rangamati,2017,8,30,0
Rangamati,2017,9,34,0
Rangamati,2017,10,28,1
Rangamati,2017,11,0,0
Rangamati,2017,12,0,0
Rangamati,2018,1,0,0
Rangamati,2018,2,0,0
Rangamati,2018,3,5,0
Rangamati,2018,4,46,0
Rangamati,2018,5,81,0
Rangamati,2018,6,69,0
Rangamati,2018,7,10,0
Rangamati,2018,8,23,0
Rangamati,2018,9,37,1
Rangamati,2018,10,8,0
Rangamati,2018,11,0,0
Rangamati,2018,12,0,0
Rangamati,2019,1,0,0
Rangamati,2019,2,16,0
Rangamati,2019,3,4,0
Rangamati,2019,4,26,1
Rangamati,2019,5,35,0
Rangamati,2019,6,46,0
Rangamati,2019,7,24,0
Rangamati,2019,8,21,3
Rangamati,2019,9,41,0
Rangamati,2019,10,18,0
Rangamati,2019,11,0,0
Rangamati,2019,12,0,0
Rangamati,2020,1,0,0
Rangamati,2020,2,0,0
Rangamati,2020,3,0,0
Rangamati,2020,4,47,0
Rangamati,2020,5,18,0
Rangamati,2020,6,38,0
Rangamati,2020,7,7,0
Rangamati,2020,8,11,0
Rangamati,2020,9,10,0
Rangamati,2020,10,18,1
Rangamati,2020,11,6,0
Rangamati,2020,12,0,0
Rangamati,2021,1,0,0
Rangamati,2021,2,0,0
Rangamati,2021,3,0,0
Rangamati,2021,4,5,0
Rangamati,2021,5,19,0
Rangamati,2021,6,23,0
Rangamati,2021,7,7,0
Rangamati,2021,8,16,0
Rangamati,2021,9,44,0
Rangamati,2021,10,12,0
Rangamati,2021,11,0,0
Rangamati,2021,12,0,0
Rangamati,2022,1,0,0
Rangamati,2022,2,0,0
Rangamati,2022,3,0,0
Rangamati,2022,4,7,0
Rangamati,2022,5,42,0
Rangamati,2022,6,30,0
Rangamati,2022,7,32,0
Rangamati,2022,8,35,1
Rangamati,2022,9,19,0
Rangamati,2022,10,19,0
Rangamati,2022,11,0,0
Rangamati,2022,12,0,0
Rangamati,2023,1,0,0
Rangamati,2023,2,0,0
Rangamati,2023,3,11,0
Rangamati,2023,4,6,0
Rangamati,2023,5,27,0
Rangamati,2023,6,32,0
Rangamati,2023,7,7,0
Rangamati,2023,8,6,0
Rangamati,2023,9,35,0
Rangamati,2023,10,0,0
Rangamati,2023,11,0,0
Rangamati,2023,12,0,0
Rangamati,2024,1,0,0
Rangamati,2024,2,0,0
Rangamati,2024,3,3,0
Rangamati,2024,4,2,0
Rangamati,2024,5,85,0
Rangamati,2024,6,22,0
Rangpur,2015,1,0,0
Rangpur,2015,2,2,0
Rangpur,2015,3,11,1
Rangpur,2015,4,1,3
Rangpur,2015,5,16,10
Rangpur,2015,6,12,7
Rangpur,2015,7,,5
Rangpur,2015,8,,3
Rangpur,2015,9,,7
Rangpur,2015,10,,0
Rangpur,2015,11,,0
Rangpur,2015,12,,0
Rangpur,2016,1,3,0
Rangpur,2016,2,1,0
Rangpur,2016,3,21,1
Rangpur,2016,4,10,3
Rangpur,2016,5,72,5
Rangpur,2016,6,50,2
Rangpur,2016,7,21,1
Rangpur,2016,8,27,4
Rangpur,2016,9,60,7
Rangpur,2016,10,11,1
Rangpur,2016,11,0,0
Rangpur,2016,12,0,0
Rangpur,2017,1,4,0
Rangpur,2017,2,0,0
Rangpur,2017,3,24,1
Rangpur,2017,4,45,0
Rangpur,2017,5,61,7
Rangpur,2017,6,38,5
Rangpur,2017,7,17,3
Rangpur,2017,8,20,0
Rangpur,2017,9,39,0
Rangpur,2017,10,14,1
Rangpur,2017,11,0,0
Rangpur,2017,12,0,0
Rangpur,2018,1,0,0
Rangpur,2018,2,0,0
Rangpur,2018,3,10,1
Rangpur,2018,4,59,1
Rangpur,2018,5,60,2
Rangpur,2018,6,62,1
Rangpur,2018,7,21,3
Rangpur,2018,8,10,10
Rangpur,2018,9,21,3
Rangpur,2018,10,3,1
Rangpur,2018,11,0,0
Rangpur,2018,12,0,0
Rangpur,2019,1,0,0
Rangpur,2019,2,10,0
Rangpur,2019,3,4,1
Rangpur,2019,4,43,3
Rangpur,2019,5,63,2
Rangpur,2019,6,64,2
Rangpur,2019,7,50,3
Rangpur,2019,8,28,1
Rangpur,2019,9,34,2
Rangpur,2019,10,24,0
Rangpur,2019,11,0,0
Rangpur,2019,12,0,0
Rangpur,2020,1,0,0
Rangpur,2020,2,10,0
Rangpur,2020,3,4,0
Rangpur,2020,4,41,1
Rangpur,2020,5,63,3
Rangpur,2020,6,64,1
Rangpur,2020,7,50,4
Rangpur,2020,8,28,4
Rangpur,2020,9,34,5
Rangpur,2020,10,24,0
Rangpur,2020,11,0,0
Rangpur,2020,12,0,0
Rangpur,2021,1,0,0
Rangpur,2021,2,0,0
Rangpur,2021,3,6,0
Rangpur,2021,4,42,0
Rangpur,2021,5,62,1
Rangpur,2021,6,48,2
Rangpur,2021,7,77,0
Rangpur,2021,8,12,1
Rangpur,2021,9,77,5
Rangpur,2021,10,14,1
Rangpur,2021,11,0,0
Rangpur,2021,12,0,0
Rangpur,2022,1,0,0
Rangpur,2022,2,0,0
Rangpur,2022,3,5,0
Rangpur,2022,4,22,0
Rangpur,2022,5,65,2
Rangpur,2022,6,51,1
Rangpur,2022,7,20,2
Rangpur,2022,8,37,1
Rangpur,2022,9,43,1
Rangpur,2022,10,21,2
Rangpur,2022,11,0,0
Rangpur,2022,12,0,0
Rangpur,2023,1,4,0
Rangpur,2023,2,16,0
Rangpur,2023,3,0,0
Rangpur,2023,4,51,0
Rangpur,2023,5,42,1
Rangpur,2023,6,79,0
Rangpur,2023,7,21,1
Rangpur,2023,8,35,0
Rangpur,2023,9,29,2
Rangpur,2023,10,24,1
Rangpur,2023,11,0,0
Rangpur,2023,12,0,0
Rangpur,2024,1,0,0
Rangpur,2024,2,0,0
Rangpur,2024,3,1,0
Rangpur,2024,4,7,0
Rangpur,2024,5,29,1
Rangpur,2024,6,45,1
Rangpur,2024,7,15,
Rangpur,2024,8,11,
Rangpur,2024,9,20,
Rangpur,2024,10,7,
Rangpur,2024,11,0,
Rangpur,2024,12,0,
Sandwip,2015,1,0,0
Sandwip,2015,2,0,0
Sandwip,2015,3,6,0
Sandwip,2015,4,51,0
Sandwip,2015,5,16,0
Sandwip,2015,6,19,1
Sandwip,2015,7,23,2
Sandwip,2015,8,8,1
Sandwip,2015,9,45,6
Sandwip,2015,10,38,2
Sandwip,2015,11,0,0
Sandwip,2015,12,0,0
Sandwip,2016,1,0,0
Sandwip,2016,2,5,0
Sandwip,2016,3,14,1
Sandwip,2016,4,5,0
Sandwip,2016,5,40,3
Sandwip,2016,6,31,3
Sandwip,2016,7,16,3
Sandwip,2016,8,34,2
Sandwip,2016,9,39,3
Sandwip,2016,10,44,2
Sandwip,2016,11,16,0
Sandwip,2016,12,0,0
Sandwip,2017,1,0,0
Sandwip,2017,2,0,0
Sandwip,2017,3,14,0
Sandwip,2017,4,50,2
Sandwip,2017,5,31,3
Sandwip,2017,6,70,0
Sandwip,2017,7,17,0
Sandwip,2017,8,48,3
Sandwip,2017,9,38,1
Sandwip,2017,10,14,2
Sandwip,2017,11,0,0
Sandwip,2017,12,0,0
Sandwip,2018,1,0,0
Sandwip,2018,2,1,0
Sandwip,2018,3,0,0
Sandwip,2018,4,30,0
Sandwip,2018,5,66,2
Sandwip,2018,6,23,1
Sandwip,2018,7,3,0
Sandwip,2018,8,21,0
Sandwip,2018,9,41,1
Sandwip,2018,10,3,0
Sandwip,2018,11,0,0
Sandwip,2018,12,0,0
Sandwip,2019,1,0,0
Sandwip,2019,2,17,0
Sandwip,2019,3,6,0
Sandwip,2019,4,23,4
Sandwip,2019,5,50,0
Sandwip,2019,6,41,2
Sandwip,2019,7,51,0
Sandwip,2019,8,12,1
Sandwip,2019,9,14,2
Sandwip,2019,10,34,0
Sandwip,2019,11,0,0
Sandwip,2019,12,0,0
Sandwip,2020,1,0,0
Sandwip,2020,2,0,0
Sandwip,2020,3,0,1
Sandwip,2020,4,49,1
Sandwip,2020,5,37,2
Sandwip,2020,6,39,1
Sandwip,2020,7,5,0
Sandwip,2020,8,13,1
Sandwip,2020,9,16,1
Sandwip,2020,10,13,1
Sandwip,2020,11,7,0
Sandwip,2020,12,0,0
Sandwip,2021,1,0,0
Sandwip,2021,2,0,0
Sandwip,2021,3,0,0
Sandwip,2021,4,2,0
Sandwip,2021,5,10,1
Sandwip,2021,6,36,3
Sandwip,2021,7,5,2
Sandwip,2021,8,8,1
Sandwip,2021,9,27,5
Sandwip,2021,10,12,0
Sandwip,2021,11,0,0
Sandwip,2021,12,0,0
Sandwip,2022,1,0,0
Sandwip,2022,2,4,0
Sandwip,2022,3,0,0
Sandwip,2022,4,8,0
Sandwip,2022,5,32,1
Sandwip,2022,6,44,2
Sandwip,2022,7,14,4
Sandwip,2022,8,22,8
Sandwip,2022,9,58,5
Sandwip,2022,10,22,2
Sandwip,2022,11,0,0
Sandwip,2022,12,3,0
Sandwip,2023,1,0,0
Sandwip,2023,2,0,0
Sandwip,2023,3,20,0
Sandwip,2023,4,13,1
Sandwip,2023,5,32,2
Sandwip,2023,6,43,4
Sandwip,2023,7,13,2
Sandwip,2023,8,21,2
Sandwip,2023,9,48,10
Sandwip,2023,10,8,0
Sandwip,2023,11,0,0
Sandwip,2023,12,0,0
Sandwip,2024,1,0,0
Sandwip,2024,2,0,0
Sandwip,2024,3,12,1
Sandwip,2024,4,5,0
Sandwip,2024,5,50,4
Sandwip,2024,6,50,2
Sandwip,2024,7,5,0
Satkhira,2015,1,0,0
Satkhira,2015,2,7,1
Satkhira,2015,3,5,0
Satkhira,2015,4,32,3
Satkhira,2015,5,15,5
Satkhira,2015,6,29,1
Satkhira,2015,7,47,4
Satkhira,2015,8,41,0
Satkhira,2015,9,35,1
Satkhira,2015,10,14,0
Satkhira,2015,11,0,0
Satkhira,2015,12,0,0
Satkhira,2016,1,0,0
Satkhira,2016,2,17,0
Satkhira,2016,3,14,1
Satkhira,2016,4,2,0
Satkhira,2016,5,29,4
Satkhira,2016,6,27,0
Satkhira,2016,7,14,1
Satkhira,2016,8,9,0
Satkhira,2016,9,25,2
Satkhira,2016,10,11,3
Satkhira,2016,11,2,1
Satkhira,2016,12,0,0
Satkhira,2017,1,0,0
Satkhira,2017,2,0,0
Satkhira,2017,3,14,1
Satkhira,2017,4,7,2
Satkhira,2017,5,24,4
Satkhira,2017,6,37,0
Satkhira,2017,7,19,3
Satkhira,2017,8,21,2
Satkhira,2017,9,30,1
Satkhira,2017,10,12,0
Satkhira,2017,11,0,0
Satkhira,2017,12,0,0
Satkhira,2018,1,0,0
Satkhira,2018,2,0,0
Satkhira,2018,3,3,1
Satkhira,2018,4,32,4
Satkhira,2018,5,19,4
Satkhira,2018,6,27,5
Satkhira,2018,7,13,1
Satkhira,2018,8,16,2
Satkhira,2018,9,12,3
Satkhira,2018,10,2,0
Satkhira,2018,11,0,0
Satkhira,2018,12,0,0
Satkhira,2019,1,0,0
Satkhira,2019,2,18,0
Satkhira,2019,3,22,0
Satkhira,2019,4,17,4
Satkhira,2019,5,23,0
Satkhira,2019,6,25,0
Satkhira,2019,7,9,0
Satkhira,2019,8,23,0
Satkhira,2019,9,19,2
Satkhira,2019,10,11,1
Satkhira,2019,11,0,0
Satkhira,2019,12,0,0
Satkhira,2020,1,0,0
Satkhira,2020,2,1,0
Satkhira,2020,3,15,0
Satkhira,2020,4,18,3
Satkhira,2020,5,28,3
Satkhira,2020,6,37,1
Satkhira,2020,7,15,2
Satkhira,2020,8,17,3
Satkhira,2020,9,8,3
Satkhira,2020,10,7,0
Satkhira,2020,11,3,0
Satkhira,2020,12,0,0
Satkhira,2021,1,0,0
Satkhira,2021,2,3,0
Satkhira,2021,3,0,0
Satkhira,2021,4,2,0
Satkhira,2021,5,35,2
Satkhira,2021,6,30,2
Satkhira,2021,7,25,0
Satkhira,2021,8,27,1
Satkhira,2021,9,18,2
Satkhira,2021,10,14,1
Satkhira,2021,11,0,0
Satkhira,2021,12,0,0
Satkhira,2022,1,0,0
Satkhira,2022,2,7,0
Satkhira,2022,3,0,0
Satkhira,2022,4,3,1
Satkhira,2022,5,31,1
Satkhira,2022,6,12,0
Satkhira,2022,7,18,0
Satkhira,2022,8,21,0
Satkhira,2022,9,27,1
Satkhira,2022,10,3,0
Satkhira,2022,11,0,0
Satkhira,2022,12,0,0
Satkhira,2023,1,0,0
Satkhira,2023,2,2,0
Satkhira,2023,3,24,0
Satkhira,2023,4,19,0
Satkhira,2023,5,25,1
Satkhira,2023,6,39,0
Satkhira,2023,7,20,1
Satkhira,2023,8,13,0
Satkhira,2023,9,26,0
Satkhira,2023,10,11,0
Satkhira,2023,11,0,0
Satkhira,2023,12,0,0
Satkhira,2024,1,0,0
Satkhira,2024,2,3,0
Satkhira,2024,3,15,1
Satkhira,2024,4,5,0
Satkhira,2024,5,33,0
Satkhira,2024,6,20,2
Sayedpur,2015,1,0,0
Sayedpur,2015,2,0,0
Sayedpur,2015,3,18,0
Sayedpur,2015,4,0,0
Sayedpur,2015,5,21,5
Sayedpur,2015,6,70,7
Sayedpur,2015,7,,4
Sayedpur,2015,8,,6
Sayedpur,2015,9,,1
Sayedpur,2015,10,,1
Sayedpur,2015,11,,0
Sayedpur,2015,12,,0
Sayedpur,2016,1,0,0
Sayedpur,2016,2,1,0
Sayedpur,2016,3,20,0
Sayedpur,2016,4,3,2
Sayedpur,2016,5,73,0
Sayedpur,2016,6,29,2
Sayedpur,2016,7,28,2
Sayedpur,2016,8,22,5
Sayedpur,2016,9,71,5
Sayedpur,2016,10,5,0
Sayedpur,2016,11,0,0
Sayedpur,2016,12,2,0
Sayedpur,2017,1,1,0
Sayedpur,2017,2,0,0
Sayedpur,2017,3,17,1
Sayedpur,2017,4,42,3
Sayedpur,2017,5,60,5
Sayedpur,2017,6,33,5
Sayedpur,2017,7,23,4
Sayedpur,2017,8,35,2
Sayedpur,2017,9,31,0
Sayedpur,2017,10,16,1
Sayedpur,2017,11,0,0
Sayedpur,2017,12,0,0
Sayedpur,2018,1,0,0
Sayedpur,2018,2,0,0
Sayedpur,2018,3,10,0
Sayedpur,2018,4,55,1
Sayedpur,2018,5,55,0
Sayedpur,2018,6,44,3
Sayedpur,2018,7,25,1
Sayedpur,2018,8,37,4
Sayedpur,2018,9,27,1
Sayedpur,2018,10,3,0
Sayedpur,2018,11,0,0
Sayedpur,2018,12,0,0
Sayedpur,2019,1,0,0
Sayedpur,2019,2,13,0
Sayedpur,2019,3,4,0
Sayedpur,2019,4,30,1
Sayedpur,2019,5,44,4
Sayedpur,2019,6,52,0
Sayedpur,2019,7,36,0
Sayedpur,2019,8,23,3
Sayedpur,2019,9,32,0
Sayedpur,2019,10,14,0
Sayedpur,2019,11,0,0
Sayedpur,2019,12,0,0
Sayedpur,2020,1,0,0
Sayedpur,2020,2,13,0
Sayedpur,2020,3,3,0
Sayedpur,2020,4,30,2
Sayedpur,2020,5,44,1
Sayedpur,2020,6,52,0
Sayedpur,2020,7,36,3
Sayedpur,2020,8,23,2
Sayedpur,2020,9,32,4
Sayedpur,2020,10,14,2
Sayedpur,2020,11,0,0
Sayedpur,2020,12,0,0
Sayedpur,2021,1,0,0
Sayedpur,2021,2,0,0
Sayedpur,2021,3,7,1
Sayedpur,2021,4,32,0
Sayedpur,2021,5,42,0
Sayedpur,2021,6,63,3
Sayedpur,2021,7,84,4
Sayedpur,2021,8,17,7
Sayedpur,2021,9,84,5
Sayedpur,2021,10,19,0
Sayedpur,2021,11,0,0
Sayedpur,2021,12,0,0
Sayedpur,2022,1,0,0
Sayedpur,2022,2,0,0
Sayedpur,2022,3,0,0
Sayedpur,2022,4,15,3
Sayedpur,2022,5,59,3
Sayedpur,2022,6,30,4
Sayedpur,2022,7,26,2
Sayedpur,2022,8,28,4
Sayedpur,2022,9,20,3
Sayedpur,2022,10,9,2
Sayedpur,2022,11,0,0
Sayedpur,2022,12,0,0
Sayedpur,2023,1,0,0
Sayedpur,2023,2,13,0
Sayedpur,2023,3,0,0
Sayedpur,2023,4,33,0
Sayedpur,2023,5,44,0
Sayedpur,2023,6,47,0
Sayedpur,2023,7,35,1
Sayedpur,2023,8,36,0
Sayedpur,2023,9,21,2
Sayedpur,2023,10,9,0
Sayedpur,2023,11,0,0
Sayedpur,2023,12,0,0
Sayedpur,2024,1,0,0
Sayedpur,2024,2,0,0
Sayedpur,2024,3,4,0
Sayedpur,2024,4,8,0
Sayedpur,2024,5,10,0
Sayedpur,2024,6,23,5
Sayedpur,2024,7,15,
Sayedpur,2024,8,9,
Sayedpur,2024,9,32,
Sayedpur,2024,10,9,
Sayedpur,2024,11,0,
Sayedpur,2024,12,0,
Sitakunda,2015,1,0,0
Sitakunda,2015,2,0,0
Sitakunda,2015,3,5,0
Sitakunda,2015,4,25,2
Sitakunda,2015,5,18,0
Sitakunda,2015,6,12,0
Sitakunda,2015,7,9,1
Sitakunda,2015,8,13,2
Sitakunda,2015,9,25,4
Sitakunda,2015,10,24,10
Sitakunda,2015,11,0,0
Sitakunda,2015,12,0,0
Sitakunda,2016,1,0,0
Sitakunda,2016,2,4,0
Sitakunda,2016,3,12,2
Sitakunda,2016,4,6,1
Sitakunda,2016,5,28,1
Sitakunda,2016,6,24,5
Sitakunda,2016,7,11,1
Sitakunda,2016,8,36,1
Sitakunda,2016,9,43,2
Sitakunda,2016,10,18,3
Sitakunda,2016,11,3,0
Sitakunda,2016,12,0,0
Sitakunda,2017,1,0,0
Sitakunda,2017,2,0,0
Sitakunda,2017,3,22,0
Sitakunda,2017,4,44,1
Sitakunda,2017,5,13,6
Sitakunda,2017,6,60,4
Sitakunda,2017,7,22,0
Sitakunda,2017,8,41,7
Sitakunda,2017,9,58,7
Sitakunda,2017,10,17,6
Sitakunda,2017,11,0,0
Sitakunda,2017,12,0,0
Sitakunda,2018,1,0,0
Sitakunda,2018,2,1,0
Sitakunda,2018,3,0,0
Sitakunda,2018,4,26,0
Sitakunda,2018,5,57,0
Sitakunda,2018,6,31,1
Sitakunda,2018,7,10,0
Sitakunda,2018,8,10,0
Sitakunda,2018,9,24,1
Sitakunda,2018,10,6,0
Sitakunda,2018,11,0,0
Sitakunda,2018,12,0,0
Sitakunda,2019,1,0,0
Sitakunda,2019,2,8,0
Sitakunda,2019,3,3,1
Sitakunda,2019,4,23,3
Sitakunda,2019,5,30,0
Sitakunda,2019,6,7,2
Sitakunda,2019,7,61,1
Sitakunda,2019,8,9,4
Sitakunda,2019,9,14,2
Sitakunda,2019,10,17,0
Sitakunda,2019,11,0,0
Sitakunda,2019,12,0,0
Sitakunda,2020,1,0,0
Sitakunda,2020,2,0,0
Sitakunda,2020,3,0,0
Sitakunda,2020,4,29,0
Sitakunda,2020,5,25,2
Sitakunda,2020,6,17,2
Sitakunda,2020,7,6,0
Sitakunda,2020,8,11,1
Sitakunda,2020,9,19,2
Sitakunda,2020,10,23,3
Sitakunda,2020,11,1,0
Sitakunda,2020,12,0,0
Sitakunda,2021,1,0,0
Sitakunda,2021,2,0,0
Sitakunda,2021,3,0,0
Sitakunda,2021,4,2,0
Sitakunda,2021,5,5,0
Sitakunda,2021,6,23,1
Sitakunda,2021,7,21,1
Sitakunda,2021,8,25,3
Sitakunda,2021,9,6,0
Sitakunda,2021,10,22,1
Sitakunda,2021,11,0,0
Sitakunda,2021,12,0,0
Sitakunda,2022,1,0,0
Sitakunda,2022,2,2,0
Sitakunda,2022,3,0,0
Sitakunda,2022,4,7,0
Sitakunda,2022,5,30,0
Sitakunda,2022,6,76,1
Sitakunda,2022,7,7,0
Sitakunda,2022,8,13,2
Sitakunda,2022,9,32,3
Sitakunda,2022,10,16,1
Sitakunda,2022,11,0,0
Sitakunda,2022,12,0,0
Sitakunda,2023,1,0,0
Sitakunda,2023,2,0,0
Sitakunda,2023,3,11,0
Sitakunda,2023,4,5,0
Sitakunda,2023,5,15,0
Sitakunda,2023,6,31,0
Sitakunda,2023,7,17,1
Sitakunda,2023,8,7,0
Sitakunda,2023,9,38,1
Sitakunda,2023,10,0,0
Sitakunda,2023,11,0,0
Sitakunda,2023,12,0,0
Sitakunda,2024,1,0,0
Sitakunda,2024,2,0,0
Sitakunda,2024,3,4,0
Sitakunda,2024,4,5,0
Sitakunda,2024,5,20,0
Sitakunda,2024,6,18,0
Srimangal,2015,1,0,0
Srimangal,2015,2,0,1
Srimangal,2015,3,12,0
Srimangal,2015,4,7,5
Srimangal,2015,5,8,9
Srimangal,2015,6,,17
Srimangal,2015,7,,12
Srimangal,2015,8,,17
Srimangal,2015,9,,11
Srimangal,2015,10,,3
Srimangal,2015,11,,0
Srimangal,2015,12,,0
Srimangal,2016,1,3,0
Srimangal,2016,2,14,0
Srimangal,2016,3,27,4
Srimangal,2016,4,92,21
Srimangal,2016,5,93,3
Srimangal,2016,6,41,10
Srimangal,2016,7,17,5
Srimangal,2016,8,63,13
Srimangal,2016,9,61,27
Srimangal,2016,10,32,6
Srimangal,2016,11,3,0
Srimangal,2016,12,0,0
Srimangal,2017,1,0,0
Srimangal,2017,2,0,0
Srimangal,2017,3,55,0
Srimangal,2017,4,98,0
Srimangal,2017,5,70,5
Srimangal,2017,6,103,6
Srimangal,2017,7,29,11
Srimangal,2017,8,49,11
Srimangal,2017,9,65,4
Srimangal,2017,10,35,7
Srimangal,2017,11,0,0
Srimangal,2017,12,0,0
Srimangal,2018,1,2,0
Srimangal,2018,2,1,1
Srimangal,2018,3,22,2
Srimangal,2018,4,70,6
Srimangal,2018,5,101,5
Srimangal,2018,6,80,8
Srimangal,2018,7,24,11
Srimangal,2018,8,39,17
Srimangal,2018,9,56,9
Srimangal,2018,10,11,0
Srimangal,2018,11,1,0
Srimangal,2018,12,0,0
Srimangal,2019,1,0,0
Srimangal,2019,2,23,0
Srimangal,2019,3,38,0
Srimangal,2019,4,46,5
Srimangal,2019,5,81,8
Srimangal,2019,6,68,16
Srimangal,2019,7,33,7
Srimangal,2019,8,41,9
Srimangal,2019,9,48,8
Srimangal,2019,10,31,3
Srimangal,2019,11,1,0
Srimangal,2019,12,0,0
Srimangal,2020,1,0,0
Srimangal,2020,2,23,1
Srimangal,2020,3,38,2
Srimangal,2020,4,46,3
Srimangal,2020,5,80,3
Srimangal,2020,6,68,15
Srimangal,2020,7,33,5
Srimangal,2020,8,41,13
Srimangal,2020,9,48,7
Srimangal,2020,10,31,7
Srimangal,2020,11,0,0
Srimangal,2020,12,0,0
Srimangal,2021,1,4,0
Srimangal,2021,2,0,0
Srimangal,2021,3,2,4
Srimangal,2021,4,83,2
Srimangal,2021,5,77,4
Srimangal,2021,6,99,7
Srimangal,2021,7,38,6
Srimangal,2021,8,40,2
Srimangal,2021,9,46,10
Srimangal,2021,10,33,7
Srimangal,2021,11,3,0
Srimangal,2021,12,0,0
Srimangal,2022,1,0,0
Srimangal,2022,2,3,0
Srimangal,2022,3,20,0
Srimangal,2022,4,12,2
Srimangal,2022,5,65,1
Srimangal,2022,6,38,0
Srimangal,2022,7,44,16
Srimangal,2022,8,44,9
Srimangal,2022,9,65,8
Srimangal,2022,10,32,2
Srimangal,2022,11,0,0
Srimangal,2022,12,0,0
Srimangal,2023,1,5,0
Srimangal,2023,2,2,0
Srimangal,2023,3,0,0
Srimangal,2023,4,29,1
Srimangal,2023,5,64,1
Srimangal,2023,6,61,2
Srimangal,2023,7,58,3
Srimangal,2023,8,60,0
Srimangal,2023,9,50,4
