District_Name,Fiscal_Year,Fiscal_Start_Year,Fiscal_End_Year,Measure,Acre,Source_Sheet,Block
Sylhet,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,988.88,T1.66,B22
Sylhet,2023-24,2023,2024,Total_Forest_Land,50428.36,T1.66,B22
Habiganj,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,33885.73,T1.66,B22
Habiganj,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,274,T1.66,B22
Habiganj,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Habiganj,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Habiganj,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Habiganj,2019-20,2019,2020,Total_Forest_FD_Acre,34159.73,T1.66,B22
Habiganj,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,2200,T1.66,B22
Habiganj,2019-20,2019,2020,Total_Forest_Land,36359.73,T1.66,B22
Habiganj,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,33885.73,T1.66,B22
Habiganj,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,274,T1.66,B22
Habiganj,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Habiganj,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Habiganj,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Habiganj,2020-21,2020,2021,Total_Forest_FD_Acre,34159.73,T1.66,B22
Habiganj,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,2200,T1.66,B22
Habiganj,2020-21,2020,2021,Total_Forest_Land,36359.73,T1.66,B22
Habiganj,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,33885.73,T1.66,B22
Habiganj,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,274,T1.66,B22
Habiganj,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Habiganj,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Habiganj,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Habiganj,2021-22,2021,2022,Total_Forest_FD_Acre,34159.73,T1.66,B22
Habiganj,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,2200,T1.66,B22
Habiganj,2021-22,2021,2022,Total_Forest_Land,36359.73,T1.66,B22
Habiganj,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,33885.73,T1.66,B22
Habiganj,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,274,T1.66,B22
Habiganj,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Habiganj,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Habiganj,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Habiganj,2022-23,2022,2023,Total_Forest_FD_Acre,34159.73,T1.66,B22
Habiganj,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,2200,T1.66,B22
Habiganj,2022-23,2022,2023,Total_Forest_Land,36359.73,T1.66,B22
Habiganj,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,33885.73,T1.66,B22
Habiganj,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,274,T1.66,B22
Habiganj,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Habiganj,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Habiganj,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Habiganj,2023-24,2023,2024,Total_Forest_FD_Acre,34159.73,T1.66,B22
Habiganj,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,2200,T1.66,B22
Habiganj,2023-24,2023,2024,Total_Forest_Land,36359.73,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,59332.62,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,40.7,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Acquired_Vested_Forest,10932,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Total_Forest_FD_Acre,70305.32,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,1079.41,T1.66,B22
Moulvi Bazar,2019-20,2019,2020,Total_Forest_Land,71384.73,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,59332.62,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,40.7,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Acquired_Vested_Forest,10932,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Total_Forest_FD_Acre,70305.32,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,1079.41,T1.66,B22
Moulvi Bazar,2020-21,2020,2021,Total_Forest_Land,71384.73,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,59332.62,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,40.7,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Acquired_Vested_Forest,10932,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Total_Forest_FD_Acre,70305.32,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,1079.41,T1.66,B22
Moulvi Bazar,2021-22,2021,2022,Total_Forest_Land,71384.73,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,59332.62,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,40.7,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Acquired_Vested_Forest,10932,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Total_Forest_FD_Acre,70305.32,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,1079.41,T1.66,B22
Moulvi Bazar,2022-23,2022,2023,Total_Forest_Land,71384.73,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,59332.62,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,40.7,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Acquired_Vested_Forest,10932,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Total_Forest_FD_Acre,70305.32,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,1079.41,T1.66,B22
Moulvi Bazar,2023-24,2023,2024,Total_Forest_Land,71384.73,T1.66,B22
Sunamganj,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,6434.15,T1.66,B22
Sunamganj,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,11578.16,T1.66,B22
Sunamganj,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Sunamganj,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Sunamganj,2019-20,2019,2020,Total_Forest_FD_Acre,18012.31,T1.66,B22
Sunamganj,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Sunamganj,2019-20,2019,2020,Total_Forest_Land,18012.31,T1.66,B22
Sunamganj,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,6434.15,T1.66,B22
Sunamganj,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,11578.16,T1.66,B22
Sunamganj,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Sunamganj,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Sunamganj,2020-21,2020,2021,Total_Forest_FD_Acre,18012.31,T1.66,B22
Sunamganj,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Sunamganj,2020-21,2020,2021,Total_Forest_Land,18012.31,T1.66,B22
Sunamganj,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,6434.15,T1.66,B22
Sunamganj,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,11578.16,T1.66,B22
Sunamganj,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Sunamganj,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Sunamganj,2021-22,2021,2022,Total_Forest_FD_Acre,18012.31,T1.66,B22
Sunamganj,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Sunamganj,2021-22,2021,2022,Total_Forest_Land,18012.31,T1.66,B22
Sunamganj,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,6434.15,T1.66,B22
Sunamganj,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,11578.16,T1.66,B22
Sunamganj,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Sunamganj,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Sunamganj,2022-23,2022,2023,Total_Forest_FD_Acre,18012.31,T1.66,B22
Sunamganj,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Sunamganj,2022-23,2022,2023,Total_Forest_Land,18012.31,T1.66,B22
Sunamganj,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,6434.15,T1.66,B22
Sunamganj,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,11578.16,T1.66,B22
Sunamganj,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Sunamganj,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Sunamganj,2023-24,2023,2024,Total_Forest_FD_Acre,18012.31,T1.66,B22
Sunamganj,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Sunamganj,2023-24,2023,2024,Total_Forest_Land,18012.31,T1.66,B22
Chattogram,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,210626.04,T1.66,B22
Chattogram,2019-20,2019,2020,Protected_Area,46435.46,T1.66,B22
Chattogram,2019-20,2019,2020,Acquired_Vested_Forest,16402.82,T1.66,B22
Chattogram,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Chattogram,2019-20,2019,2020,Total_Forest_FD_Acre,426089.18,T1.66,B22
Chattogram,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Chattogram,2019-20,2019,2020,Total_Forest_Land,426089.18,T1.66,B22
Chattogram,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,210626.04,T1.66,B22
Chattogram,2020-21,2020,2021,Protected_Area,46435.46,T1.66,B22
Chattogram,2020-21,2020,2021,Acquired_Vested_Forest,16402.82,T1.66,B22
Chattogram,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Chattogram,2020-21,2020,2021,Total_Forest_FD_Acre,426089.18,T1.66,B22
Chattogram,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Chattogram,2020-21,2020,2021,Total_Forest_Land,426089.18,T1.66,B22
Chattogram,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,210626.04,T1.66,B22
Chattogram,2021-22,2021,2022,Protected_Area,46435.46,T1.66,B22
Chattogram,2021-22,2021,2022,Acquired_Vested_Forest,16402.82,T1.66,B22
Chattogram,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Chattogram,2021-22,2021,2022,Total_Forest_FD_Acre,426089.18,T1.66,B22
Chattogram,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Chattogram,2021-22,2021,2022,Total_Forest_Land,426089.18,T1.66,B22
Chattogram,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,210626.04,T1.66,B22
Chattogram,2022-23,2022,2023,Protected_Area,46435.46,T1.66,B22
Chattogram,2022-23,2022,2023,Acquired_Vested_Forest,16402.82,T1.66,B22
Chattogram,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Chattogram,2022-23,2022,2023,Total_Forest_FD_Acre,426089.18,T1.66,B22
Chattogram,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Chattogram,2022-23,2022,2023,Total_Forest_Land,426089.18,T1.66,B22
Chattogram,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,210626.04,T1.66,B22
Chattogram,2023-24,2023,2024,Protected_Area,46435.46,T1.66,B22
Chattogram,2023-24,2023,2024,Acquired_Vested_Forest,16402.82,T1.66,B22
Chattogram,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Chattogram,2023-24,2023,2024,Total_Forest_FD_Acre,426089.18,T1.66,B22
Chattogram,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Chattogram,2023-24,2023,2024,Total_Forest_Land,426089.18,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,152986.4,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,22667.14,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Protected_Area,33521.42,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Total_Forest_FD_Acre,209174.96,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Cox's Bazar,2019-20,2019,2020,Total_Forest_Land,209174.96,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,152986.4,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,22667.14,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Protected_Area,33521.42,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Total_Forest_FD_Acre,209174.96,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Cox's Bazar,2020-21,2020,2021,Total_Forest_Land,209174.96,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,152986.4,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,22667.14,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Protected_Area,33521.42,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Total_Forest_FD_Acre,209174.96,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Cox's Bazar,2021-22,2021,2022,Total_Forest_Land,209174.96,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,152986.4,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,22667.14,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Protected_Area,33521.42,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Total_Forest_FD_Acre,209174.96,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Cox's Bazar,2022-23,2022,2023,Total_Forest_Land,209174.96,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,152986.4,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,22667.14,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Protected_Area,33521.42,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Total_Forest_FD_Acre,209174.96,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,0,T1.66,B22
Cox's Bazar,2023-24,2023,2024,Total_Forest_Land,209174.96,T1.66,B22
Bandarban,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,242668.4,T1.66,B22
Bandarban,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,21830.8,T1.66,B22
Bandarban,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Bandarban,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Bandarban,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,38644.75,T1.66,B22
Bandarban,2019-20,2019,2020,Total_Forest_FD_Acre,303143.95,T1.66,B22
Bandarban,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,494372.54,T1.66,B22
Bandarban,2019-20,2019,2020,Total_Forest_Land,797516.49,T1.66,B22
Bandarban,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,242668.4,T1.66,B22
Bandarban,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,21830.8,T1.66,B22
Bandarban,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Bandarban,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Bandarban,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,38644.75,T1.66,B22
Bandarban,2020-21,2020,2021,Total_Forest_FD_Acre,303143.95,T1.66,B22
Bandarban,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,494372.54,T1.66,B22
Bandarban,2020-21,2020,2021,Total_Forest_Land,797516.49,T1.66,B22
Bandarban,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,242668.4,T1.66,B22
Bandarban,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,21830.8,T1.66,B22
Bandarban,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Bandarban,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Bandarban,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,38644.75,T1.66,B22
Bandarban,2021-22,2021,2022,Total_Forest_FD_Acre,303143.95,T1.66,B22
Bandarban,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,494372.54,T1.66,B22
Bandarban,2021-22,2021,2022,Total_Forest_Land,797516.49,T1.66,B22
Bandarban,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,242668.4,T1.66,B22
Bandarban,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,21830.8,T1.66,B22
Bandarban,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Bandarban,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Bandarban,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,38644.75,T1.66,B22
Bandarban,2022-23,2022,2023,Total_Forest_FD_Acre,303143.95,T1.66,B22
Bandarban,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,494372.54,T1.66,B22
Bandarban,2022-23,2022,2023,Total_Forest_Land,797516.49,T1.66,B22
Bandarban,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,242668.4,T1.66,B22
Bandarban,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,21830.8,T1.66,B22
Bandarban,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Bandarban,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
Bandarban,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,38644.75,T1.66,B22
Bandarban,2023-24,2023,2024,Total_Forest_FD_Acre,303143.95,T1.66,B22
Bandarban,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,494372.54,T1.66,B22
Bandarban,2023-24,2023,2024,Total_Forest_Land,797516.49,T1.66,B22
Rangamati,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,573261.21,T1.66,B22
Rangamati,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,41401.88,T1.66,B22
Rangamati,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Rangamati,2019-20,2019,2020,Acquired_Vested_Forest,1.5,T1.66,B22
Rangamati,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangamati,2019-20,2019,2020,Total_Forest_FD_Acre,614664.59,T1.66,B22
Rangamati,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,763890.54,T1.66,B22
Rangamati,2019-20,2019,2020,Total_Forest_Land,1378555.13,T1.66,B22
Rangamati,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,573261.21,T1.66,B22
Rangamati,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,41401.88,T1.66,B22
Rangamati,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Rangamati,2020-21,2020,2021,Acquired_Vested_Forest,1.5,T1.66,B22
Rangamati,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangamati,2020-21,2020,2021,Total_Forest_FD_Acre,614664.59,T1.66,B22
Rangamati,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,763890.54,T1.66,B22
Rangamati,2020-21,2020,2021,Total_Forest_Land,1378555.13,T1.66,B22
Rangamati,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,573261.21,T1.66,B22
Rangamati,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,41401.88,T1.66,B22
Rangamati,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Rangamati,2021-22,2021,2022,Acquired_Vested_Forest,1.5,T1.66,B22
Rangamati,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangamati,2021-22,2021,2022,Total_Forest_FD_Acre,614664.59,T1.66,B22
Rangamati,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,763890.54,T1.66,B22
Rangamati,2021-22,2021,2022,Total_Forest_Land,1378555.13,T1.66,B22
Rangamati,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,573261.21,T1.66,B22
Rangamati,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,41401.88,T1.66,B22
Rangamati,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Rangamati,2022-23,2022,2023,Acquired_Vested_Forest,1.5,T1.66,B22
Rangamati,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangamati,2022-23,2022,2023,Total_Forest_FD_Acre,614664.59,T1.66,B22
Rangamati,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,763890.54,T1.66,B22
Rangamati,2022-23,2022,2023,Total_Forest_Land,1378555.13,T1.66,B22
Rangamati,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,573261.21,T1.66,B22
Rangamati,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,41401.88,T1.66,B22
Rangamati,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Rangamati,2023-24,2023,2024,Acquired_Vested_Forest,1.5,T1.66,B22
Rangamati,2023-24,2023,2024,Unclassed_State_Forest_FD_Acre,0,T1.66,B22
Rangamati,2023-24,2023,2024,Total_Forest_FD_Acre,614664.59,T1.66,B22
Rangamati,2023-24,2023,2024,Unclassed_State_Forest_Admin_Acre,763890.54,T1.66,B22
Rangamati,2023-24,2023,2024,Total_Forest_Land,1378555.13,T1.66,B22
Khagrachhari,2019-20,2019,2020,Reserved_Forest_Section_20_Acre,88492.83,T1.66,B22
Khagrachhari,2019-20,2019,2020,Reserved_Forest_Section_4_6_Acre,7342.67,T1.66,B22
Khagrachhari,2019-20,2019,2020,Protected_Area,0,T1.66,B22
Khagrachhari,2019-20,2019,2020,Acquired_Vested_Forest,0,T1.66,B22
Khagrachhari,2019-20,2019,2020,Unclassed_State_Forest_FD_Acre,4202.76,T1.66,B22
Khagrachhari,2019-20,2019,2020,Total_Forest_FD_Acre,100038.26,T1.66,B22
Khagrachhari,2019-20,2019,2020,Unclassed_State_Forest_Admin_Acre,454077.95,T1.66,B22
Khagrachhari,2019-20,2019,2020,Total_Forest_Land,554116.21,T1.66,B22
Khagrachhari,2020-21,2020,2021,Reserved_Forest_Section_20_Acre,88492.83,T1.66,B22
Khagrachhari,2020-21,2020,2021,Reserved_Forest_Section_4_6_Acre,7342.67,T1.66,B22
Khagrachhari,2020-21,2020,2021,Protected_Area,0,T1.66,B22
Khagrachhari,2020-21,2020,2021,Acquired_Vested_Forest,0,T1.66,B22
Khagrachhari,2020-21,2020,2021,Unclassed_State_Forest_FD_Acre,4202.76,T1.66,B22
Khagrachhari,2020-21,2020,2021,Total_Forest_FD_Acre,100038.26,T1.66,B22
Khagrachhari,2020-21,2020,2021,Unclassed_State_Forest_Admin_Acre,454077.95,T1.66,B22
Khagrachhari,2020-21,2020,2021,Total_Forest_Land,554116.21,T1.66,B22
Khagrachhari,2021-22,2021,2022,Reserved_Forest_Section_20_Acre,88492.83,T1.66,B22
Khagrachhari,2021-22,2021,2022,Reserved_Forest_Section_4_6_Acre,7342.67,T1.66,B22
Khagrachhari,2021-22,2021,2022,Protected_Area,0,T1.66,B22
Khagrachhari,2021-22,2021,2022,Acquired_Vested_Forest,0,T1.66,B22
Khagrachhari,2021-22,2021,2022,Unclassed_State_Forest_FD_Acre,4202.76,T1.66,B22
Khagrachhari,2021-22,2021,2022,Total_Forest_FD_Acre,100038.26,T1.66,B22
Khagrachhari,2021-22,2021,2022,Unclassed_State_Forest_Admin_Acre,454077.95,T1.66,B22
Khagrachhari,2021-22,2021,2022,Total_Forest_Land,554116.21,T1.66,B22
Khagrachhari,2022-23,2022,2023,Reserved_Forest_Section_20_Acre,88492.83,T1.66,B22
Khagrachhari,2022-23,2022,2023,Reserved_Forest_Section_4_6_Acre,7342.67,T1.66,B22
Khagrachhari,2022-23,2022,2023,Protected_Area,0,T1.66,B22
Khagrachhari,2022-23,2022,2023,Acquired_Vested_Forest,0,T1.66,B22
Khagrachhari,2022-23,2022,2023,Unclassed_State_Forest_FD_Acre,4202.76,T1.66,B22
Khagrachhari,2022-23,2022,2023,Total_Forest_FD_Acre,100038.26,T1.66,B22
Khagrachhari,2022-23,2022,2023,Unclassed_State_Forest_Admin_Acre,454077.95,T1.66,B22
Khagrachhari,2022-23,2022,2023,Total_Forest_Land,554116.21,T1.66,B22
Khagrachhari,2023-24,2023,2024,Reserved_Forest_Section_20_Acre,88492.83,T1.66,B22
Khagrachhari,2023-24,2023,2024,Reserved_Forest_Section_4_6_Acre,7342.67,T1.66,B22
Khagrachhari,2023-24,2023,2024,Protected_Area,0,T1.66,B22
Khagrachhari,2023-24,2023,2024,Acquired_Vested_Forest,0,T1.66,B22
